1000	1.801214
1200	2.700445
1400	3.883905
1600	4.938544
1800	6.183891
2000	7.216833
2200	9.383983
2400	11.322609
2600	13.010964
2800	14.894784
3000	16.94864
3200	19.667494
3400	20.963398
3600	24.63587
3800	27.04399
4000	29.351835
4200	35.12386
4400	36.878734
4600	40.593924
4800	43.374349
5000	47.415195
